index,ID,Name,Club,Club logo,Flag,Photo,EUR_value,EUR_wage,Overall,Potential,Special,Age
22,189509,Thiago,FC Bayern Munich,https://cdn.sofifa.org/24/18/teams/21.png,https://cdn.sofifa.org/flags/45.png,https://cdn.sofifa.org/48/18/players/189509.png,70500000.0,225000.0,88,90,2185,26
23,188567,P. Aubameyang,Borussia Dortmund,https://cdn.sofifa.org/24/18/teams/22.png,https://cdn.sofifa.org/flags/115.png,https://cdn.sofifa.org/48/18/players/188567.png,61000000.0,165000.0,88,88,2073,28
24,184344,L. Bonucci,Milan,https://cdn.sofifa.org/24/18/teams/47.png,https://cdn.sofifa.org/flags/27.png,https://cdn.sofifa.org/48/18/players/184344.png,44000000.0,210000.0,88,88,1995,30
25,183907,J. Boateng,FC Bayern Munich,https://cdn.sofifa.org/24/18/teams/21.png,https://cdn.sofifa.org/flags/21.png,https://cdn.sofifa.org/48/18/players/183907.png,48000000.0,215000.0,88,88,1989,28
26,182493,D. Godín,Atlético Madrid,https://cdn.sofifa.org/24/18/teams/240.png,https://cdn.sofifa.org/flags/60.png,https://cdn.sofifa.org/48/18/players/182493.png,40000000.0,125000.0,88,88,1937,31
27,178603,M. Hummels,FC Bayern Munich,https://cdn.sofifa.org/24/18/teams/21.png,https://cdn.sofifa.org/flags/21.png,https://cdn.sofifa.org/48/18/players/178603.png,48000000.0,215000.0,88,88,2038,28
28,176635,M. Özil,Arsenal,https://cdn.sofifa.org/24/18/teams/1.png,https://cdn.sofifa.org/flags/21.png,https://cdn.sofifa.org/48/18/players/176635.png,60000000.0,265000.0,88,88,1927,28
29,167948,H. Lloris,Tottenham Hotspur,https://cdn.sofifa.org/24/18/teams/18.png,https://cdn.sofifa.org/flags/18.png,https://cdn.sofifa.org/48/18/players/167948.png,38000000.0,165000.0,88,88,1318,30
30,164240,Thiago Silva,Paris Saint-Germain,https://cdn.sofifa.org/24/18/teams/73.png,https://cdn.sofifa.org/flags/54.png,https://cdn.sofifa.org/48/18/players/164240.png,34000000.0,175000.0,88,88,2124,32
31,41236,Z. Ibrahimovi?,Manchester United,https://cdn.sofifa.org/24/18/teams/11.png,https://cdn.sofifa.org/flags/46.png,https://cdn.sofifa.org/48/18/players/41236.png,27000000.0,240000.0,88,88,2075,35
32,9014,A. Robben,FC Bayern Munich,https://cdn.sofifa.org/24/18/teams/21.png,https://cdn.sofifa.org/flags/34.png,https://cdn.sofifa.org/48/18/players/9014.png,36000000.0,225000.0,88,88,2081,33
33,215914,N. Kanté,Chelsea,https://cdn.sofifa.org/24/18/teams/5.png,https://cdn.sofifa.org/flags/18.png,https://cdn.sofifa.org/48/18/players/215914.png,52500000.0,190000.0,87,90,2154,26
34,199556,M. Verratti,Paris Saint-Germain,https://cdn.sofifa.org/24/18/teams/73.png,https://cdn.sofifa.org/flags/27.png,https://cdn.sofifa.org/48/18/players/199556.png,64500000.0,130000.0,87,91,2154,24
35,195864,P. Pogba,Manchester United,https://cdn.sofifa.org/24/18/teams/11.png,https://cdn.sofifa.org/flags/18.png,https://cdn.sofifa.org/48/18/players/195864.png,66500000.0,195000.0,87,92,2238,24
36,190460,C. Eriksen,Tottenham Hotspur,https://cdn.sofifa.org/24/18/teams/18.png,https://cdn.sofifa.org/flags/13.png,https://cdn.sofifa.org/48/18/players/190460.png,65000000.0,165000.0,87,91,2064,25
37,181872,A. Vidal,FC Bayern Munich,https://cdn.sofifa.org/24/18/teams/21.png,https://cdn.sofifa.org/flags/55.png,https://cdn.sofifa.org/48/18/players/181872.png,37500000.0,160000.0,87,87,2278,30
38,179813,E. Cavani,Paris Saint-Germain,https://cdn.sofifa.org/24/18/teams/73.png,https://cdn.sofifa.org/flags/60.png,https://cdn.sofifa.org/48/18/players/179813.png,48500000.0,160000.0,87,87,2096,30
39,176676,Marcelo,Real Madrid CF,https://cdn.sofifa.org/24/18/teams/243.png,https://cdn.sofifa.org/flags/54.png,https://cdn.sofifa.org/48/18/players/176676.png,38000000.0,250000.0,87,87,2214,29
40,171877,M. Hamšík,Napoli,https://cdn.sofifa.org/24/18/teams/48.png,https://cdn.sofifa.org/flags/43.png,https://cdn.sofifa.org/48/18/players/171877.png,48500000.0,130000.0,87,87,2184,29
41,168651,I. Rakiti?,FC Barcelona,https://cdn.sofifa.org/24/18/teams/241.png,https://cdn.sofifa.org/flags/10.png,https://cdn.sofifa.org/48/18/players/168651.png,48500000.0,275000.0,87,87,2129,29
42,168542,David Silva,Manchester City,https://cdn.sofifa.org/24/18/teams/10.png,https://cdn.sofifa.org/flags/45.png,https://cdn.sofifa.org/48/18/players/168542.png,44000000.0,220000.0,87,87,1977,31
43,162835,S. Handanovi?,Inter,https://cdn.sofifa.org/24/18/teams/44.png,https://cdn.sofifa.org/flags/44.png,https://cdn.sofifa.org/48/18/players/162835.png,29000000.0,91000.0,87,87,1264,32
44,152729,Piqué,FC Barcelona,https://cdn.sofifa.org/24/18/teams/241.png,https://cdn.sofifa.org/flags/45.png,https://cdn.sofifa.org/48/18/players/152729.png,37500000.0,240000.0,87,87,1974,30
45,41,Iniesta,FC Barcelona,https://cdn.sofifa.org/24/18/teams/241.png,https://cdn.sofifa.org/flags/45.png,https://cdn.sofifa.org/48/18/players/41.png,29500000.0,260000.0,87,87,2073,33
46,202126,H. Kane,Tottenham Hotspur,https://cdn.sofifa.org/24/18/teams/18.png,https://cdn.sofifa.org/flags/14.png,https://cdn.sofifa.org/48/18/players/202126.png,59000000.0,165000.0,86,90,2062,23
47,198710,J. Rodríguez,FC Bayern Munich,https://cdn.sofifa.org/24/18/teams/21.png,https://cdn.sofifa.org/flags/56.png,https://cdn.sofifa.org/48/18/players/198710.png,56000000.0,250000.0,86,89,2118,25
48,197781,Isco,Real Madrid CF,https://cdn.sofifa.org/24/18/teams/243.png,https://cdn.sofifa.org/flags/45.png,https://cdn.sofifa.org/48/18/players/197781.png,56500000.0,250000.0,86,90,2105,25
49,197445,D. Alaba,FC Bayern Munich,https://cdn.sofifa.org/24/18/teams/21.png,https://cdn.sofifa.org/flags/4.png,https://cdn.sofifa.org/48/18/players/197445.png,44500000.0,150000.0,86,88,2278,25
50,192505,R. Lukaku,Manchester United,https://cdn.sofifa.org/24/18/teams/11.png,https://cdn.sofifa.org/flags/7.png,https://cdn.sofifa.org/48/18/players/192505.png,59000000.0,210000.0,86,90,1998,24
51,191043,Alex Sandro,Juventus,https://cdn.sofifa.org/24/18/teams/45.png,https://cdn.sofifa.org/flags/54.png,https://cdn.sofifa.org/48/18/players/191043.png,44000000.0,175000.0,86,88,2207,26
52,189596,T. Müller,FC Bayern Munich,https://cdn.sofifa.org/24/18/teams/21.png,https://cdn.sofifa.org/flags/21.png,https://cdn.sofifa.org/48/18/players/189596.png,47500000.0,190000.0,86,86,2078,27
53,189511,Sergio Busquets,FC Barcelona,https://cdn.sofifa.org/24/18/teams/241.png,https://cdn.sofifa.org/flags/45.png,https://cdn.sofifa.org/48/18/players/189511.png,36000000.0,250000.0,86,86,1998,28
54,189242,Coutinho,Liverpool,https://cdn.sofifa.org/24/18/teams/9.png,https://cdn.sofifa.org/flags/54.png,https://cdn.sofifa.org/48/18/players/189242.png,56000000.0,205000.0,86,89,2049,25
55,188350,M. Reus,Borussia Dortmund,https://cdn.sofifa.org/24/18/teams/22.png,https://cdn.sofifa.org/flags/21.png,https://cdn.sofifa.org/48/18/players/188350.png,45000000.0,120000.0,86,86,2157,28
56,184087,T. Alderweireld,Tottenham Hotspur,https://cdn.sofifa.org/24/18/teams/18.png,https://cdn.sofifa.org/flags/7.png,https://cdn.sofifa.org/48/18/players/184087.png,40500000.0,165000.0,86,87,2047,28
57,179944,David Luiz,Chelsea,https://cdn.sofifa.org/24/18/teams/5.png,https://cdn.sofifa.org/flags/54.png,https://cdn.sofifa.org/48/18/players/179944.png,33000000.0,190000.0,86,86,2123,30
58,179844,Diego Costa,Chelsea,https://cdn.sofifa.org/24/18/teams/5.png,https://cdn.sofifa.org/flags/45.png,https://cdn.sofifa.org/48/18/players/179844.png,46000000.0,235000.0,86,86,1984,28
59,178518,R. Nainggolan,Roma,https://cdn.sofifa.org/24/18/teams/52.png,https://cdn.sofifa.org/flags/7.png,https://cdn.sofifa.org/48/18/players/178518.png,42500000.0,130000.0,86,86,2286,29
60,177610,Javi Martínez,FC Bayern Munich,https://cdn.sofifa.org/24/18/teams/21.png,https://cdn.sofifa.org/flags/45.png,https://cdn.sofifa.org/48/18/players/177610.png,36000000.0,165000.0,86,86,1973,28
61,175943,D. Mertens,Napoli,https://cdn.sofifa.org/24/18/teams/48.png,https://cdn.sofifa.org/flags/7.png,https://cdn.sofifa.org/48/18/players/175943.png,43000000.0,135000.0,86,86,2035,30
62,172879,Sokratis,Borussia Dortmund,https://cdn.sofifa.org/24/18/teams/22.png,https://cdn.sofifa.org/flags/22.png,https://cdn.sofifa.org/48/18/players/172879.png,34500000.0,110000.0,86,86,1885,29
63,168609,Miranda,Inter,https://cdn.sofifa.org/24/18/teams/44.png,https://cdn.sofifa.org/flags/54.png,https://cdn.sofifa.org/48/18/players/168609.png,25500000.0,115000.0,86,86,1890,32
64,165153,K. Benzema,Real Madrid CF,https://cdn.sofifa.org/24/18/teams/243.png,https://cdn.sofifa.org/flags/18.png,https://cdn.sofifa.org/48/18/players/165153.png,44500000.0,295000.0,86,86,1955,29
65,162895,Cesc Fàbregas,Chelsea,https://cdn.sofifa.org/24/18/teams/5.png,https://cdn.sofifa.org/flags/45.png,https://cdn.sofifa.org/48/18/players/162895.png,41000000.0,210000.0,86,86,2118,30
66,156616,F. Ribéry,FC Bayern Munich,https://cdn.sofifa.org/24/18/teams/21.png,https://cdn.sofifa.org/flags/18.png,https://cdn.sofifa.org/48/18/players/156616.png,22500000.0,175000.0,86,86,1965,34
67,120533,Pepe,Be?ikta? JK,https://cdn.sofifa.org/24/18/teams/327.png,https://cdn.sofifa.org/flags/38.png,https://cdn.sofifa.org/48/18/players/120533.png,13500000.0,94000.0,86,86,1839,34
68,48940,P. ?ech,Arsenal,https://cdn.sofifa.org/24/18/teams/1.png,https://cdn.sofifa.org/flags/12.png,https://cdn.sofifa.org/48/18/players/48940.png,10500000.0,92000.0,86,86,1206,35
69,208418,Y. Carrasco,Atlético Madrid,https://cdn.sofifa.org/24/18/teams/240.png,https://cdn.sofifa.org/flags/7.png,https://cdn.sofifa.org/48/18/players/208418.png,51500000.0,77000.0,85,90,1991,23
70,201535,R. Varane,Real Madrid CF,https://cdn.sofifa.org/24/18/teams/243.png,https://cdn.sofifa.org/flags/18.png,https://cdn.sofifa.org/48/18/players/201535.png,46500000.0,175000.0,85,92,1882,24
71,201153,Morata,Chelsea,https://cdn.sofifa.org/24/18/teams/5.png,https://cdn.sofifa.org/flags/45.png,https://cdn.sofifa.org/48/18/players/201153.png,51000000.0,170000.0,85,89,1880,24
72,200145,Casemiro,Real Madrid CF,https://cdn.sofifa.org/24/18/teams/243.png,https://cdn.sofifa.org/flags/54.png,https://cdn.sofifa.org/48/18/players/200145.png,42000000.0,195000.0,85,89,2138,25
73,198219,L. Insigne,Napoli,https://cdn.sofifa.org/24/18/teams/48.png,https://cdn.sofifa.org/flags/27.png,https://cdn.sofifa.org/48/18/players/198219.png,45000000.0,115000.0,85,86,1949,26
74,193747,Koke,Atlético Madrid,https://cdn.sofifa.org/24/18/teams/240.png,https://cdn.sofifa.org/flags/45.png,https://cdn.sofifa.org/48/18/players/193747.png,47500000.0,84000.0,85,88,2146,25
75,193301,A. Lacazette,Arsenal,https://cdn.sofifa.org/24/18/teams/1.png,https://cdn.sofifa.org/flags/18.png,https://cdn.sofifa.org/48/18/players/193301.png,48500000.0,180000.0,85,88,2063,26
76,193041,K. Navas,Real Madrid CF,https://cdn.sofifa.org/24/18/teams/243.png,https://cdn.sofifa.org/flags/72.png,https://cdn.sofifa.org/48/18/players/193041.png,24500000.0,165000.0,85,85,1302,30
77,192883,H. Mkhitaryan,Manchester United,https://cdn.sofifa.org/24/18/teams/11.png,https://cdn.sofifa.org/flags/3.png,https://cdn.sofifa.org/48/18/players/192883.png,39000000.0,195000.0,85,85,2148,28
78,192593,D. Subaši?,AS Monaco,https://cdn.sofifa.org/24/18/teams/69.png,https://cdn.sofifa.org/flags/10.png,https://cdn.sofifa.org/48/18/players/192593.png,22000000.0,46000.0,85,85,1305,32
79,192563,B. Leno,Bayer 04 Leverkusen,https://cdn.sofifa.org/24/18/teams/32.png,https://cdn.sofifa.org/flags/21.png,https://cdn.sofifa.org/48/18/players/192563.png,34000000.0,61000.0,85,88,1247,25
80,192448,M. ter Stegen,FC Barcelona,https://cdn.sofifa.org/24/18/teams/241.png,https://cdn.sofifa.org/flags/21.png,https://cdn.sofifa.org/48/18/players/192448.png,35500000.0,155000.0,85,89,1274,25
81,190547,K. Glik,AS Monaco,https://cdn.sofifa.org/24/18/teams/69.png,https://cdn.sofifa.org/flags/37.png,https://cdn.sofifa.org/48/18/players/190547.png,30000000.0,60000.0,85,85,1612,29
82,189332,Jordi Alba,FC Barcelona,https://cdn.sofifa.org/24/18/teams/241.png,https://cdn.sofifa.org/flags/45.png,https://cdn.sofifa.org/48/18/players/189332.png,30500000.0,215000.0,85,85,2206,28
83,186942,I. Gündo?an,Manchester City,https://cdn.sofifa.org/24/18/teams/10.png,https://cdn.sofifa.org/flags/21.png,https://cdn.sofifa.org/48/18/players/186942.png,46000000.0,190000.0,85,87,2148,26
84,184432,Azpilicueta,Chelsea,https://cdn.sofifa.org/24/18/teams/5.png,https://cdn.sofifa.org/flags/45.png,https://cdn.sofifa.org/48/18/players/184432.png,37500000.0,160000.0,85,87,2099,27
85,183898,A. Di María,Paris Saint-Germain,https://cdn.sofifa.org/24/18/teams/73.png,https://cdn.sofifa.org/flags/52.png,https://cdn.sofifa.org/48/18/players/183898.png,37500000.0,145000.0,85,85,2115,29
86,180206,M. Pjani?,Juventus,https://cdn.sofifa.org/24/18/teams/45.png,https://cdn.sofifa.org/flags/8.png,https://cdn.sofifa.org/48/18/players/180206.png,43500000.0,160000.0,85,86,2172,27
87,173210,C. Marchisio,Juventus,https://cdn.sofifa.org/24/18/teams/45.png,https://cdn.sofifa.org/flags/27.png,https://cdn.sofifa.org/48/18/players/173210.png,33000000.0,160000.0,85,85,2210,31
88,172871,J. Vertonghen,Tottenham Hotspur,https://cdn.sofifa.org/24/18/teams/18.png,https://cdn.sofifa.org/flags/7.png,https://cdn.sofifa.org/48/18/players/172871.png,28500000.0,130000.0,85,85,2079,30
89,170890,B. Matuidi,Juventus,https://cdn.sofifa.org/24/18/teams/45.png,https://cdn.sofifa.org/flags/18.png,https://cdn.sofifa.org/48/18/players/170890.png,28500000.0,145000.0,85,85,2172,30
90,167628,S. Ruffier,AS Saint-Étienne,https://cdn.sofifa.org/24/18/teams/1819.png,https://cdn.sofifa.org/flags/18.png,https://cdn.sofifa.org/48/18/players/167628.png,24500000.0,49000.0,85,85,1257,30
91,164169,Filipe Luís,Atlético Madrid,https://cdn.sofifa.org/24/18/teams/240.png,https://cdn.sofifa.org/flags/54.png,https://cdn.sofifa.org/48/18/players/164169.png,25000000.0,81000.0,85,85,2134,31
92,139720,V. Kompany,Manchester City,https://cdn.sofifa.org/24/18/teams/10.png,https://cdn.sofifa.org/flags/7.png,https://cdn.sofifa.org/48/18/players/139720.png,26000000.0,170000.0,85,85,1913,31
93,137186,A. Barzagli,Juventus,https://cdn.sofifa.org/24/18/teams/45.png,https://cdn.sofifa.org/flags/27.png,https://cdn.sofifa.org/48/18/players/137186.png,5000000.0,105000.0,85,85,1750,36
94,225508,E. Bailly,Manchester United,https://cdn.sofifa.org/24/18/teams/11.png,https://cdn.sofifa.org/flags/108.png,https://cdn.sofifa.org/48/18/players/225508.png,35500000.0,150000.0,84,89,1890,23
95,220834,Marco Asensio,Real Madrid CF,https://cdn.sofifa.org/24/18/teams/243.png,https://cdn.sofifa.org/flags/45.png,https://cdn.sofifa.org/48/18/players/220834.png,46000000.0,175000.0,84,92,2007,21
96,218667,Bernardo Silva,Manchester City,https://cdn.sofifa.org/24/18/teams/10.png,https://cdn.sofifa.org/flags/38.png,https://cdn.sofifa.org/48/18/players/218667.png,43500000.0,165000.0,84,91,2012,22
97,212218,A. Laporte,Athletic Club de Bilbao,https://cdn.sofifa.org/24/18/teams/448.png,https://cdn.sofifa.org/flags/18.png,https://cdn.sofifa.org/48/18/players/212218.png,35500000.0,36000.0,84,89,1908,23
98,211117,D. Alli,Tottenham Hotspur,https://cdn.sofifa.org/24/18/teams/18.png,https://cdn.sofifa.org/flags/14.png,https://cdn.sofifa.org/48/18/players/211117.png,43000000.0,115000.0,84,90,2122,21
99,208722,S. Mané,Liverpool,https://cdn.sofifa.org/24/18/teams/9.png,https://cdn.sofifa.org/flags/136.png,https://cdn.sofifa.org/48/18/players/208722.png,39000000.0,175000.0,84,87,2046,25
100,204963,Carvajal,Real Madrid CF,https://cdn.sofifa.org/24/18/teams/243.png,https://cdn.sofifa.org/flags/45.png,https://cdn.sofifa.org/48/18/players/204963.png,32000000.0,195000.0,84,87,2039,25
101,202166,J. Draxler,Paris Saint-Germain,https://cdn.sofifa.org/24/18/teams/73.png,https://cdn.sofifa.org/flags/21.png,https://cdn.sofifa.org/48/18/players/202166.png,39500000.0,120000.0,84,87,2017,23
102,201399,M. Icardi,Inter,https://cdn.sofifa.org/24/18/teams/44.png,https://cdn.sofifa.org/flags/52.png,https://cdn.sofifa.org/48/18/players/201399.png,42000000.0,105000.0,84,89,1866,24
103,201024,K. Koulibaly,Napoli,https://cdn.sofifa.org/24/18/teams/48.png,https://cdn.sofifa.org/flags/136.png,https://cdn.sofifa.org/48/18/players/201024.png,32500000.0,96000.0,84,87,1610,26
104,200316,T. Horn,1. FC Köln,https://cdn.sofifa.org/24/18/teams/31.png,https://cdn.sofifa.org/flags/21.png,https://cdn.sofifa.org/48/18/players/200316.png,31000000.0,39000.0,84,90,1260,24
105,192774,K. Manolas,Roma,https://cdn.sofifa.org/24/18/teams/52.png,https://cdn.sofifa.org/flags/22.png,https://cdn.sofifa.org/48/18/players/192774.png,31500000.0,96000.0,84,86,1638,26
106,192227,S. Mustafi,Arsenal,https://cdn.sofifa.org/24/18/teams/1.png,https://cdn.sofifa.org/flags/21.png,https://cdn.sofifa.org/48/18/players/192227.png,31500000.0,145000.0,84,86,1942,25
107,191740,Ander Herrera,Manchester United,https://cdn.sofifa.org/24/18/teams/11.png,https://cdn.sofifa.org/flags/45.png,https://cdn.sofifa.org/48/18/players/191740.png,32000000.0,190000.0,84,84,2213,27
108,191202,N. Mati?,Manchester United,https://cdn.sofifa.org/24/18/teams/11.png,https://cdn.sofifa.org/flags/51.png,https://cdn.sofifa.org/48/18/players/191202.png,25000000.0,180000.0,84,84,2123,28
109,189712,K. Strootman,Roma,https://cdn.sofifa.org/24/18/teams/52.png,https://cdn.sofifa.org/flags/34.png,https://cdn.sofifa.org/48/18/players/189712.png,35000000.0,105000.0,84,85,2165,27
110,189505,Pedro,Chelsea,https://cdn.sofifa.org/24/18/teams/5.png,https://cdn.sofifa.org/flags/45.png,https://cdn.sofifa.org/48/18/players/189505.png,30500000.0,200000.0,84,84,1987,29
111,189117,R. Bürki,Borussia Dortmund,https://cdn.sofifa.org/24/18/teams/22.png,https://cdn.sofifa.org/flags/47.png,https://cdn.sofifa.org/48/18/players/189117.png,26000000.0,69000.0,84,86,1257,26
112,184120,Bruno,Villarreal CF,https://cdn.sofifa.org/24/18/teams/483.png,https://cdn.sofifa.org/flags/45.png,https://cdn.sofifa.org/48/18/players/184120.png,18500000.0,59000.0,84,84,2059,33
113,181458,I. Periši?,Inter,https://cdn.sofifa.org/24/18/teams/44.png,https://cdn.sofifa.org/flags/10.png,https://cdn.sofifa.org/48/18/players/181458.png,31500000.0,110000.0,84,84,2078,28
114,180930,E. Džeko,Roma,https://cdn.sofifa.org/24/18/teams/52.png,https://cdn.sofifa.org/flags/8.png,https://cdn.sofifa.org/48/18/players/180930.png,28000000.0,115000.0,84,84,1861,31
115,180403,Willian,Chelsea,https://cdn.sofifa.org/24/18/teams/5.png,https://cdn.sofifa.org/flags/54.png,https://cdn.sofifa.org/48/18/players/180403.png,31500000.0,200000.0,84,84,2061,28
116,179846,S. Khedira,Juventus,https://cdn.sofifa.org/24/18/teams/45.png,https://cdn.sofifa.org/flags/21.png,https://cdn.sofifa.org/48/18/players/179846.png,29000000.0,160000.0,84,84,2157,30
117,179783,R. Fährmann,FC Schalke 04,https://cdn.sofifa.org/24/18/teams/34.png,https://cdn.sofifa.org/flags/21.png,https://cdn.sofifa.org/48/18/players/179783.png,25000000.0,54000.0,84,85,1190,28
118,178750,Sergio Asenjo,Villarreal CF,https://cdn.sofifa.org/24/18/teams/483.png,https://cdn.sofifa.org/flags/45.png,https://cdn.sofifa.org/48/18/players/178750.png,25000000.0,46000.0,84,85,1341,28
119,178088,Juan Mata,Manchester United,https://cdn.sofifa.org/24/18/teams/11.png,https://cdn.sofifa.org/flags/45.png,https://cdn.sofifa.org/48/18/players/178088.png,30500000.0,195000.0,84,84,1984,29
120,177509,M. Benatia,Juventus,https://cdn.sofifa.org/24/18/teams/45.png,https://cdn.sofifa.org/flags/129.png,https://cdn.sofifa.org/48/18/players/177509.png,23000000.0,145000.0,84,84,1764,30
121,167397,Falcao,AS Monaco,https://cdn.sofifa.org/24/18/teams/69.png,https://cdn.sofifa.org/flags/56.png,https://cdn.sofifa.org/48/18/players/167397.png,28000000.0,68000.0,84,84,2014,31
122,165229,L. Koscielny,Arsenal,https://cdn.sofifa.org/24/18/teams/1.png,https://cdn.sofifa.org/flags/18.png,https://cdn.sofifa.org/48/18/players/165229.png,21000000.0,150000.0,84,84,1866,31
123,164468,G. Cahill,Chelsea,https://cdn.sofifa.org/24/18/teams/5.png,https://cdn.sofifa.org/flags/14.png,https://cdn.sofifa.org/48/18/players/164468.png,21000000.0,160000.0,84,84,1839,31
124,146530,Dani Alves,Paris Saint-Germain,https://cdn.sofifa.org/24/18/teams/73.png,https://cdn.sofifa.org/flags/54.png,https://cdn.sofifa.org/48/18/players/146530.png,9000000.0,115000.0,84,84,2208,34
125,143076,A. Gómez,Atalanta,https://cdn.sofifa.org/24/18/teams/39.png,https://cdn.sofifa.org/flags/52.png,https://cdn.sofifa.org/48/18/players/143076.png,31000000.0,60000.0,84,84,2013,29
126,106231,Aduriz,Athletic Club de Bilbao,https://cdn.sofifa.org/24/18/teams/448.png,https://cdn.sofifa.org/flags/45.png,https://cdn.sofifa.org/48/18/players/106231.png,11000000.0,38000.0,84,84,1993,36
127,231747,K. Mbappé,Paris Saint-Germain,https://cdn.sofifa.org/24/18/teams/73.png,https://cdn.sofifa.org/flags/18.png,https://cdn.sofifa.org/48/18/players/231747.png,41500000.0,31000.0,83,94,2050,18
