ID,name,club,club_logo,flag,photo,nationality,eur_value,eur_wage,overall,potential,special,age
179844,Diego Costa,Chelsea,https://cdn.sofifa.org/18/teams/5.png,https://cdn.sofifa.org/flags/45@3x.png,https://cdn.sofifa.org/18/players/179844.png,Spain,46000000.0,235000.0,86,86,1984,28
178518,R. Nainggolan,Roma,https://cdn.sofifa.org/18/teams/52.png,https://cdn.sofifa.org/flags/7@3x.png,https://cdn.sofifa.org/18/players/178518.png,Belgium,42500000.0,130000.0,86,86,2286,29
177610,Javi Martínez,FC Bayern Munich,https://cdn.sofifa.org/18/teams/21.png,https://cdn.sofifa.org/flags/45@3x.png,https://cdn.sofifa.org/18/players/177610.png,Spain,36000000.0,165000.0,86,86,1973,28
175943,D. Mertens,Napoli,https://cdn.sofifa.org/18/teams/48.png,https://cdn.sofifa.org/flags/7@3x.png,https://cdn.sofifa.org/18/players/175943.png,Belgium,43000000.0,135000.0,86,86,2035,30
172879,Sokratis,Borussia Dortmund,https://cdn.sofifa.org/18/teams/22.png,https://cdn.sofifa.org/flags/22@3x.png,https://cdn.sofifa.org/18/players/172879.png,Greece,34500000.0,110000.0,86,86,1885,29
168609,Miranda,Inter,https://cdn.sofifa.org/18/teams/44.png,https://cdn.sofifa.org/flags/54@3x.png,https://cdn.sofifa.org/18/players/168609.png,Brazil,25500000.0,115000.0,86,86,1890,32
165153,K. Benzema,Real Madrid CF,https://cdn.sofifa.org/18/teams/243.png,https://cdn.sofifa.org/flags/18@3x.png,https://cdn.sofifa.org/18/players/165153.png,France,44500000.0,295000.0,86,86,1955,29
162895,Cesc Fàbregas,Chelsea,https://cdn.sofifa.org/18/teams/5.png,https://cdn.sofifa.org/flags/45@3x.png,https://cdn.sofifa.org/18/players/162895.png,Spain,41000000.0,210000.0,86,86,2118,30
156616,F. Ribéry,FC Bayern Munich,https://cdn.sofifa.org/18/teams/21.png,https://cdn.sofifa.org/flags/18@3x.png,https://cdn.sofifa.org/18/players/156616.png,France,22500000.0,175000.0,86,86,1965,34
120533,Pepe,Beşiktaş JK,https://cdn.sofifa.org/18/teams/327.png,https://cdn.sofifa.org/flags/38@3x.png,https://cdn.sofifa.org/18/players/120533.png,Portugal,13500000.0,94000.0,86,86,1839,34
48940,P. Čech,Arsenal,https://cdn.sofifa.org/18/teams/1.png,https://cdn.sofifa.org/flags/12@3x.png,https://cdn.sofifa.org/18/players/48940.png,Czech Republic,10500000.0,92000.0,86,86,1206,35
208418,Y. Carrasco,Atlético Madrid,https://cdn.sofifa.org/18/teams/240.png,https://cdn.sofifa.org/flags/7@3x.png,https://cdn.sofifa.org/18/players/208418.png,Belgium,51500000.0,77000.0,85,90,1991,23
201535,R. Varane,Real Madrid CF,https://cdn.sofifa.org/18/teams/243.png,https://cdn.sofifa.org/flags/18@3x.png,https://cdn.sofifa.org/18/players/201535.png,France,46500000.0,175000.0,85,92,1882,24
201153,Morata,Chelsea,https://cdn.sofifa.org/18/teams/5.png,https://cdn.sofifa.org/flags/45@3x.png,https://cdn.sofifa.org/18/players/201153.png,Spain,51000000.0,170000.0,85,89,1880,24
200145,Casemiro,Real Madrid CF,https://cdn.sofifa.org/18/teams/243.png,https://cdn.sofifa.org/flags/54@3x.png,https://cdn.sofifa.org/18/players/200145.png,Brazil,42000000.0,195000.0,85,89,2138,25
198219,L. Insigne,Napoli,https://cdn.sofifa.org/18/teams/48.png,https://cdn.sofifa.org/flags/27@3x.png,https://cdn.sofifa.org/18/players/198219.png,Italy,45000000.0,115000.0,85,86,1949,26
193747,Koke,Atlético Madrid,https://cdn.sofifa.org/18/teams/240.png,https://cdn.sofifa.org/flags/45@3x.png,https://cdn.sofifa.org/18/players/193747.png,Spain,47500000.0,84000.0,85,88,2146,25
193301,A. Lacazette,Arsenal,https://cdn.sofifa.org/18/teams/1.png,https://cdn.sofifa.org/flags/18@3x.png,https://cdn.sofifa.org/18/players/193301.png,France,48500000.0,180000.0,85,88,2063,26
193041,K. Navas,Real Madrid CF,https://cdn.sofifa.org/18/teams/243.png,https://cdn.sofifa.org/flags/72@3x.png,https://cdn.sofifa.org/18/players/193041.png,Costa Rica,24500000.0,165000.0,85,85,1302,30
192883,H. Mkhitaryan,Manchester United,https://cdn.sofifa.org/18/teams/11.png,https://cdn.sofifa.org/flags/3@3x.png,https://cdn.sofifa.org/18/players/192883.png,Armenia,39000000.0,195000.0,85,85,2148,28
192593,D. Subašić,AS Monaco,https://cdn.sofifa.org/18/teams/69.png,https://cdn.sofifa.org/flags/10@3x.png,https://cdn.sofifa.org/18/players/192593.png,Croatia,22000000.0,46000.0,85,85,1305,32
192563,B. Leno,Bayer 04 Leverkusen,https://cdn.sofifa.org/18/teams/32.png,https://cdn.sofifa.org/flags/21@3x.png,https://cdn.sofifa.org/18/players/192563.png,Germany,34000000.0,61000.0,85,88,1247,25
192448,M. ter Stegen,FC Barcelona,https://cdn.sofifa.org/18/teams/241.png,https://cdn.sofifa.org/flags/21@3x.png,https://cdn.sofifa.org/18/players/192448.png,Germany,35500000.0,155000.0,85,89,1274,25
190547,K. Glik,AS Monaco,https://cdn.sofifa.org/18/teams/69.png,https://cdn.sofifa.org/flags/37@3x.png,https://cdn.sofifa.org/18/players/190547.png,Poland,30000000.0,60000.0,85,85,1612,29
189332,Jordi Alba,FC Barcelona,https://cdn.sofifa.org/18/teams/241.png,https://cdn.sofifa.org/flags/45@3x.png,https://cdn.sofifa.org/18/players/189332.png,Spain,30500000.0,215000.0,85,85,2206,28
186942,I. Gündoğan,Manchester City,https://cdn.sofifa.org/18/teams/10.png,https://cdn.sofifa.org/flags/21@3x.png,https://cdn.sofifa.org/18/players/186942.png,Germany,46000000.0,190000.0,85,87,2148,26
184432,Azpilicueta,Chelsea,https://cdn.sofifa.org/18/teams/5.png,https://cdn.sofifa.org/flags/45@3x.png,https://cdn.sofifa.org/18/players/184432.png,Spain,37500000.0,160000.0,85,87,2099,27
183898,A. Di María,Paris Saint-Germain,https://cdn.sofifa.org/18/teams/73.png,https://cdn.sofifa.org/flags/52@3x.png,https://cdn.sofifa.org/18/players/183898.png,Argentina,37500000.0,145000.0,85,85,2115,29
180206,M. Pjanić,Juventus,https://cdn.sofifa.org/18/teams/45.png,https://cdn.sofifa.org/flags/8@3x.png,https://cdn.sofifa.org/18/players/180206.png,Bosnia Herzegovina,43500000.0,160000.0,85,86,2172,27
173210,C. Marchisio,Juventus,https://cdn.sofifa.org/18/teams/45.png,https://cdn.sofifa.org/flags/27@3x.png,https://cdn.sofifa.org/18/players/173210.png,Italy,33000000.0,160000.0,85,85,2210,31
172871,J. Vertonghen,Tottenham Hotspur,https://cdn.sofifa.org/18/teams/18.png,https://cdn.sofifa.org/flags/7@3x.png,https://cdn.sofifa.org/18/players/172871.png,Belgium,28500000.0,130000.0,85,85,2079,30
170890,B. Matuidi,Juventus,https://cdn.sofifa.org/18/teams/45.png,https://cdn.sofifa.org/flags/18@3x.png,https://cdn.sofifa.org/18/players/170890.png,France,28500000.0,145000.0,85,85,2172,30
167628,S. Ruffier,AS Saint-Étienne,https://cdn.sofifa.org/18/teams/1819.png,https://cdn.sofifa.org/flags/18@3x.png,https://cdn.sofifa.org/18/players/167628.png,France,24500000.0,49000.0,85,85,1257,30
164169,Filipe Luís,Atlético Madrid,https://cdn.sofifa.org/18/teams/240.png,https://cdn.sofifa.org/flags/54@3x.png,https://cdn.sofifa.org/18/players/164169.png,Brazil,25000000.0,81000.0,85,85,2134,31
139720,V. Kompany,Manchester City,https://cdn.sofifa.org/18/teams/10.png,https://cdn.sofifa.org/flags/7@3x.png,https://cdn.sofifa.org/18/players/139720.png,Belgium,26000000.0,170000.0,85,85,1913,31
137186,A. Barzagli,Juventus,https://cdn.sofifa.org/18/teams/45.png,https://cdn.sofifa.org/flags/27@3x.png,https://cdn.sofifa.org/18/players/137186.png,Italy,5000000.0,105000.0,85,85,1750,36
225508,E. Bailly,Manchester United,https://cdn.sofifa.org/18/teams/11.png,https://cdn.sofifa.org/flags/108@3x.png,https://cdn.sofifa.org/18/players/225508.png,Ivory Coast,35500000.0,150000.0,84,89,1890,23
220834,Marco Asensio,Real Madrid CF,https://cdn.sofifa.org/18/teams/243.png,https://cdn.sofifa.org/flags/45@3x.png,https://cdn.sofifa.org/18/players/220834.png,Spain,46000000.0,175000.0,84,92,2007,21
218667,Bernardo Silva,Manchester City,https://cdn.sofifa.org/18/teams/10.png,https://cdn.sofifa.org/flags/38@3x.png,https://cdn.sofifa.org/18/players/218667.png,Portugal,43500000.0,165000.0,84,91,2012,22
212218,A. Laporte,Athletic Club de Bilbao,https://cdn.sofifa.org/18/teams/448.png,https://cdn.sofifa.org/flags/18@3x.png,https://cdn.sofifa.org/18/players/212218.png,France,35500000.0,36000.0,84,89,1908,23
211117,D. Alli,Tottenham Hotspur,https://cdn.sofifa.org/18/teams/18.png,https://cdn.sofifa.org/flags/14@3x.png,https://cdn.sofifa.org/18/players/211117.png,England,43000000.0,115000.0,84,90,2122,21
208722,S. Mané,Liverpool,https://cdn.sofifa.org/18/teams/9.png,https://cdn.sofifa.org/flags/136@3x.png,https://cdn.sofifa.org/18/players/208722.png,Senegal,39000000.0,175000.0,84,87,2046,25
204963,Carvajal,Real Madrid CF,https://cdn.sofifa.org/18/teams/243.png,https://cdn.sofifa.org/flags/45@3x.png,https://cdn.sofifa.org/18/players/204963.png,Spain,32000000.0,195000.0,84,87,2039,25
202166,J. Draxler,Paris Saint-Germain,https://cdn.sofifa.org/18/teams/73.png,https://cdn.sofifa.org/flags/21@3x.png,https://cdn.sofifa.org/18/players/202166.png,Germany,39500000.0,120000.0,84,87,2017,23
201399,M. Icardi,Inter,https://cdn.sofifa.org/18/teams/44.png,https://cdn.sofifa.org/flags/52@3x.png,https://cdn.sofifa.org/18/players/201399.png,Argentina,42000000.0,105000.0,84,89,1866,24
201024,K. Koulibaly,Napoli,https://cdn.sofifa.org/18/teams/48.png,https://cdn.sofifa.org/flags/136@3x.png,https://cdn.sofifa.org/18/players/201024.png,Senegal,32500000.0,96000.0,84,87,1610,26
200316,T. Horn,1. FC Köln,https://cdn.sofifa.org/18/teams/31.png,https://cdn.sofifa.org/flags/21@3x.png,https://cdn.sofifa.org/18/players/200316.png,Germany,31000000.0,39000.0,84,90,1260,24
192774,K. Manolas,Roma,https://cdn.sofifa.org/18/teams/52.png,https://cdn.sofifa.org/flags/22@3x.png,https://cdn.sofifa.org/18/players/192774.png,Greece,31500000.0,96000.0,84,86,1638,26
192227,S. Mustafi,Arsenal,https://cdn.sofifa.org/18/teams/1.png,https://cdn.sofifa.org/flags/21@3x.png,https://cdn.sofifa.org/18/players/192227.png,Germany,31500000.0,145000.0,84,86,1942,25
191740,Ander Herrera,Manchester United,https://cdn.sofifa.org/18/teams/11.png,https://cdn.sofifa.org/flags/45@3x.png,https://cdn.sofifa.org/18/players/191740.png,Spain,32000000.0,190000.0,84,84,2213,27
191202,N. Matić,Manchester United,https://cdn.sofifa.org/18/teams/11.png,https://cdn.sofifa.org/flags/51@3x.png,https://cdn.sofifa.org/18/players/191202.png,Serbia,25000000.0,180000.0,84,84,2123,28
189712,K. Strootman,Roma,https://cdn.sofifa.org/18/teams/52.png,https://cdn.sofifa.org/flags/34@3x.png,https://cdn.sofifa.org/18/players/189712.png,Netherlands,35000000.0,105000.0,84,85,2165,27
189505,Pedro,Chelsea,https://cdn.sofifa.org/18/teams/5.png,https://cdn.sofifa.org/flags/45@3x.png,https://cdn.sofifa.org/18/players/189505.png,Spain,30500000.0,200000.0,84,84,1987,29
189117,R. Bürki,Borussia Dortmund,https://cdn.sofifa.org/18/teams/22.png,https://cdn.sofifa.org/flags/47@3x.png,https://cdn.sofifa.org/18/players/189117.png,Switzerland,26000000.0,69000.0,84,86,1257,26
184120,Bruno,Villarreal CF,https://cdn.sofifa.org/18/teams/483.png,https://cdn.sofifa.org/flags/45@3x.png,https://cdn.sofifa.org/18/players/184120.png,Spain,18500000.0,59000.0,84,84,2059,33
181458,I. Perišić,Inter,https://cdn.sofifa.org/18/teams/44.png,https://cdn.sofifa.org/flags/10@3x.png,https://cdn.sofifa.org/18/players/181458.png,Croatia,31500000.0,110000.0,84,84,2078,28
180930,E. Džeko,Roma,https://cdn.sofifa.org/18/teams/52.png,https://cdn.sofifa.org/flags/8@3x.png,https://cdn.sofifa.org/18/players/180930.png,Bosnia Herzegovina,28000000.0,115000.0,84,84,1861,31
180403,Willian,Chelsea,https://cdn.sofifa.org/18/teams/5.png,https://cdn.sofifa.org/flags/54@3x.png,https://cdn.sofifa.org/18/players/180403.png,Brazil,31500000.0,200000.0,84,84,2061,28
179846,S. Khedira,Juventus,https://cdn.sofifa.org/18/teams/45.png,https://cdn.sofifa.org/flags/21@3x.png,https://cdn.sofifa.org/18/players/179846.png,Germany,29000000.0,160000.0,84,84,2157,30
179783,R. Fährmann,FC Schalke 04,https://cdn.sofifa.org/18/teams/34.png,https://cdn.sofifa.org/flags/21@3x.png,https://cdn.sofifa.org/18/players/179783.png,Germany,25000000.0,54000.0,84,85,1190,28
178750,Sergio Asenjo,Villarreal CF,https://cdn.sofifa.org/18/teams/483.png,https://cdn.sofifa.org/flags/45@3x.png,https://cdn.sofifa.org/18/players/178750.png,Spain,25000000.0,46000.0,84,85,1341,28
178088,Juan Mata,Manchester United,https://cdn.sofifa.org/18/teams/11.png,https://cdn.sofifa.org/flags/45@3x.png,https://cdn.sofifa.org/18/players/178088.png,Spain,30500000.0,195000.0,84,84,1984,29
177509,M. Benatia,Juventus,https://cdn.sofifa.org/18/teams/45.png,https://cdn.sofifa.org/flags/129@3x.png,https://cdn.sofifa.org/18/players/177509.png,Morocco,23000000.0,145000.0,84,84,1764,30
167397,Falcao,AS Monaco,https://cdn.sofifa.org/18/teams/69.png,https://cdn.sofifa.org/flags/56@3x.png,https://cdn.sofifa.org/18/players/167397.png,Colombia,28000000.0,68000.0,84,84,2014,31
165229,L. Koscielny,Arsenal,https://cdn.sofifa.org/18/teams/1.png,https://cdn.sofifa.org/flags/18@3x.png,https://cdn.sofifa.org/18/players/165229.png,France,21000000.0,150000.0,84,84,1866,31
164468,G. Cahill,Chelsea,https://cdn.sofifa.org/18/teams/5.png,https://cdn.sofifa.org/flags/14@3x.png,https://cdn.sofifa.org/18/players/164468.png,England,21000000.0,160000.0,84,84,1839,31
146530,Dani Alves,Paris Saint-Germain,https://cdn.sofifa.org/18/teams/73.png,https://cdn.sofifa.org/flags/54@3x.png,https://cdn.sofifa.org/18/players/146530.png,Brazil,9000000.0,115000.0,84,84,2208,34
143076,A. Gómez,Atalanta,https://cdn.sofifa.org/18/teams/39.png,https://cdn.sofifa.org/flags/52@3x.png,https://cdn.sofifa.org/18/players/143076.png,Argentina,31000000.0,60000.0,84,84,2013,29
106231,Aduriz,Athletic Club de Bilbao,https://cdn.sofifa.org/18/teams/448.png,https://cdn.sofifa.org/flags/45@3x.png,https://cdn.sofifa.org/18/players/106231.png,Spain,11000000.0,38000.0,84,84,1993,36
